subject,memory_of_video_content
7e0939a8-a4f3-47c5-9e22-030948f278d1,"Chris was answering five questions from the comments section. He has a brother called Tom and a sister called Susan, who both live in the same town as him, about a bus ride away.  He cheated on his final exam in college and is happy that he did so. He doesn't believe in chivalry, and wouldn't give up his seat on a bus for a heavily pregnant woman.  He is spending all weekends at his grandmother's house, in a bid to try and inherit the house when she passes away."
7f009093-431a-49e7-908e-f5ea39cbdfc4,"He answered 5 questions about himself the his followers had asked in his comments. He said the following facts about himself
He has 2 children boy called Tom and Susan a girl
He helped his mate a college pass his exams
He's recently moved house
He has had his hair cut"
7f65c290-4be5-4f38-9b05-f79adae613ab,"He had answered 5 questions about him.
He has 2 siblings, brother Tom and sister Susan. He cheated in exams and was glad he did because he could pass. He does not believe in chivalry and won't give a seat to a pregnant woman in the bus. He spends his weekends with his grandmother so that he can get the house after she passes away. Something has changed form his previous videos because he has got a hair cut."
81df7c9e-a18a-4be6-849b-1b94dd56cc39,"Chris told us things about himself. This included his siblings (1 brother and 1 sister called Susan), his time at college helping a friend with their final exam. He belives in chivalry and would give uo is seat to a pregnant woman on a bus, he also spends a lot of his time helping out his grandmother (doing so before she passes on). He's also recently moved house and got a new haircut"
84f9b5e6-6234-4b4e-b60f-4e72da57c7ff,"how many siblings,he had two siblings and also he doesn't believe in chivalry for example he would not stand up for a pregnant woman on the bus because it doesnt have anything to do with him. He also cheated on his final exam while he was in school and he does not regret it"
84f9b5e6-6234-4b4e-b60f-4e72da57c7ff,"how many siblings,he had two siblings and also he doesn't believe in chivalry for example he would not stand up for a pregnant woman on the bus because it doesnt have anything to do with him. He also cheated on his final exam while he was in school and he does not regret it"
85740291-cc01-4198-8687-f8a51e4ee0a9,"Chris said that he is going to answer five random questions from the comments section for his following. He reveals that he lives in the same small town as his siblings, he is just a short bus journey away. He takes care of his grandmother at the weekends. He has recently moved house and had a haircut. He recalls a time when he helped his friend with an exam which he would have failed had he not helped him and that he believes in chivalry."
875a3b0d-e0a6-4b3b-a370-412d33118a8b,"He has just started making Youtube videos. 
He chose questions at random from the comment section on his last video - a suggestion from someone else. 
He has 2 siblings, Tom & Susan who both live in the same small town as him, a short bus ride away. 
He cheated on his final exam at college, and is glad he did. 
He does not believe in chivalry and would not give up his seat if a pregnant woman got on the bus - it's not his problem if she needs the seat more than him. 
His videos have changed because he moved apartment recently. 
He spends his weekends at his grandmother's house as she is very old and he wants to get her house when she passes away."
899f11ec-bbab-482d-8cea-8c3cc99901c5,"He lives in a small town. Brother Tom, sister Susan. They live a short bus journey from him, in the same small town. Recently moved to a new apartment and got a haircut.
He has recently started doing these videos, but people want to get to know him better. 
He cheated on his final exam at uni and was glad he did. 
He does the videos during the week.
At weekends he spends time at his grandmothers house to ensure his inheritance. 
He has the comments enabled on his channel.
"
8a111436-0bf6-41e3-ab31-fdc5f5d4a5b1,"He answered five questions his regular viewers submitted through the comments on YouTube. The questions led him to mention various things about his life, ie that he's got two siblings, that he went to college, that he lives in a small town, that he believes in chivalry and that on weekends he likes spending time with his grandmother, who is quite old. He also said he recently got a haircut and moved to a new apartment."
8b25d5d8-7b22-485c-ab4e-4c8ec57359c2,"Answering questions from comments section.
Chris cheated in an exam in college and he is glad he did it.
Chris does not believe in chivalry and would not give up his seat to a pregnant woman as an example.
Chris spends a lot of his week with his grandmother who is old  in hope of getting her house when she passes on"
8f50089b-b546-4683-aaa7-f4b3fe1c5730,"Chris answered 5 questions about himself that were proposed by his viewers. Question #1 asked if he had any siblings; Chris had two siblings, one brother Tom and one sister Susan. Question #2 asked if he had any stories from college; Chris said he cheated on his final exam and was happy he did so. Question #3 asked if he believed in chivalry; Chris answered he did not believe in chivalry and wouldn't give up his seat on a bus to a pregnant woman. Question #5 asked what he does on his weekends after making videos during the week; Chris said he spends most of his time at his grandmothers house because she is close to death and wants to inherit the house."
